Date,High,Low,Open,Close,Volume,Adj_Close,Ticker,MA20,MA50,MA100,RSI,MACD_histogram,BB_lower,BB_middle,BB_upper,STOCH_K,STOCH_D,Volume_Change,Change,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,SEFI,SEFI Signal Long,SEFI Signal Short,ADR,ADR Signal Long,ADR Signal Short
2013-04-15,1588.8399658203125,1552.280029296875,1588.8399658203125,1552.3599853515625,4660130000,1552.3599853515625,SPX,1563.1349853515626,1540.0771923828124,1491.6003967285155,47.935114662032305,-0.7053859203798023,1538.7898080936352,1562.6181579589843,1586.4465078243334,22.22988898665772,66.88562664545294,0.45343371934541166,,1568.4249877929688,1567.9599609375,1515.39501953125,1471.9450073242188,62.71551724137932,False,False,0.008695652173913044,False,False
2013-04-16,1575.3499755859375,1552.3599853515625,1552.3599853515625,1574.5699462890625,3654700000,1574.5699462890625,SPX,1564.2584838867188,1541.3051904296874,1493.4771960449218,55.46831409240215,-0.8057778755855534,1539.8982201052822,1563.35732421875,1586.8164283322176,60.622231788093444,56.05298085911371,-0.21575149191116982,1.4307223290395576,1568.4249877929688,1567.9599609375,1518.7449951171875,1475.2949829101562,42.025862068965516,False,False,15.0,False,False
2013-04-17,1574.5699462890625,1543.68994140625,1574.5699462890625,1552.010009765625,4250310000,1552.010009765625,SPX,1564.4419860839844,1542.43119140625,1495.1191955566405,47.888771364727916,-2.363314584545039,1541.1773783031754,1563.792490641276,1586.4076029793764,21.624917969137403,34.82567958129619,0.16297096888937523,-0.0020458103883957968,1568.4249877929688,1567.9599609375,1523.1075134277344,1477.1900024414062,61.853448275862064,False,False,0.07407407407407407,False,False
2013-04-18,1554.3800048828125,1536.030029296875,1552.030029296875,1541.6099853515625,3890800000,1541.6099853515625,SPX,1563.5869873046875,1543.0375903320312,1496.6249951171876,44.84643562406235,-3.971401325891609,1539.1674052230917,1563.1826578776042,1587.1979105321168,9.099740610312283,30.448963455847714,-0.08458441854829413,-0.6721461543696239,1566.6900024414062,1566.6900024414062,1525.0075073242188,1477.4400024414062,69.97840172786177,False,False,0.382089552238806,False,False
2013-04-19,1555.8900146484375,1539.4000244140625,1541.6099853515625,1555.25,3569870000,1555.25,SPX,1564.0594848632813,1543.9001904296874,1498.085994873047,49.38787170543954,-3.9841329004492785,1539.3014210900212,1563.2239908854167,1587.1465606808122,31.34375006220973,20.689469547219804,-0.08248432199033617,0.21264408298259374,1566.6900024414062,1566.6900024414062,1525.0075073242188,1477.4400024414062,57.758620689655174,False,False,5.1866666666666665,True,False
2013-04-22,1565.550048828125,1548.18994140625,1555.25,1562.5,2979880000,1562.5,SPX,1564.3399841308594,1544.9623901367188,1499.6480944824218,51.666010191308835,-3.39484095572137,1539.8817534393559,1563.4858235677082,1587.0898936960605,43.16698285798464,27.870157843502216,-0.16526932353278967,0.6788070792854373,1566.6900024414062,1566.6900024414062,1530.9849853515625,1480.7149658203125,57.758620689655174,False,False,1.5494505494505495,False,False
2013-04-23,1579.5799560546875,1562.5,1562.5,1578.780029296875,3565150000,1578.780029296875,SPX,1565.6944885253906,1546.1793896484376,1501.446495361328,56.410694573756444,-1.875236126790825,1540.8528310324118,1564.4531575520832,1588.0534840717546,69.71630372681071,48.07567888233503,0.19640723787535075,1.7207289542854443,1566.6900024414062,1566.6900024414062,1534.3624877929688,1480.864990234375,39.008620689655174,False,False,6.03030303030303,False,False
2013-04-24,1583.0,1575.800048828125,1578.780029296875,1578.7900390625,3598240000,1578.7900390625,SPX,1566.445489501953,1547.414990234375,1503.1350952148437,56.413527660116216,-0.8859566950323927,1541.0842870778952,1565.4228271484376,1589.76136721898,69.73262755980595,60.87197138153376,0.009281516906721965,1.7213629733026203,1564.6650390625,1566.6900024414062,1537.5899963378906,1494.9049682617188,32.112068965517246,False,False,1.4550264550264551,False,False
2013-04-25,1592.6400146484375,1578.9300537109375,1578.9300537109375,1585.1600341796875,3908580000,1585.1600341796875,SPX,1567.5609924316407,1548.72958984375,1504.827196044922,58.2722097948088,0.12687206467991885,1541.0291084489218,1566.7213297526043,1592.413551056287,80.120756549938,73.18989594551822,0.0862477211080972,2.1248362002410315,1564.3350219726562,1566.6900024414062,1537.7049865722656,1507.6300048828125,27.801724137931032,False,False,2.462686567164179,False,False
2013-04-26,1585.780029296875,1577.56005859375,1585.1600341796875,1582.239990234375,3198620000,1582.239990234375,SPX,1568.2134948730468,1549.9677905273438,1506.4877954101562,57.07076974442943,0.5083406940837394,1540.9450545877978,1567.4718322753906,1593.9986099629834,75.35877595141072,75.07072002038488,-0.18164141452906168,1.9406248977636986,1564.3350219726562,1566.6900024414062,1537.7049865722656,1507.6300048828125,33.83620689655172,False,False,0.4276923076923077,False,False
2013-04-29,1596.6500244140625,1582.3399658203125,1582.3399658203125,1593.6099853515625,2891200000,1593.6099853515625,SPX,1569.7854919433594,1551.4123901367188,1508.3292956542969,60.486920803635094,1.3847058616263066,1540.4913808478602,1568.8283325195312,1597.165284191202,93.90085859380132,83.12679703171669,-0.09611019752268168,2.659226069985565,1566.3400268554688,1566.6900024414062,1537.7049865722656,1507.6300048828125,23.92241379310345,False,True,3.594059405940594,False,False
2013-04-30,1597.5699462890625,1586.5,1593.5799560546875,1597.5699462890625,3745070000,1597.5699462890625,SPX,1571.1514892578125,1552.96798828125,1510.2344946289063,61.63208425803848,2.0493699497435136,1539.7207006837134,1570.0876627604166,1600.4546248371198,100.0,89.75321151507069,0.29533411732152737,2.907716037662711,1566.7999877929688,1566.7999877929688,1537.7049865722656,1507.6300048828125,20.905172413793103,False,True,2.1140939597315436,False,False
2013-05-01,1597.550048828125,1581.280029296875,1597.550048828125,1582.699951171875,3530320000,1582.699951171875,SPX,1572.6019897460938,1554.0031884765624,1511.9686938476561,55.166515084870035,1.3403512995091758,1540.7971840452149,1571.530497233073,1602.2638104209311,75.83682942069089,89.91256267149741,-0.05734205235149148,1.9769276767694355,1568.4849853515625,1566.7999877929688,1538.3500061035156,1511.030029296875,33.83620689655172,False,False,0.16290726817042606,False,False
2013-05-02,1598.5999755859375,1582.77001953125,1582.77001953125,1597.5899658203125,3366950000,1597.5899658203125,SPX,1574.482489013672,1555.7159887695314,1513.805194091797,59.722962941915725,1.7033579733860886,1541.797754385765,1573.2614969889323,1604.7252395920996,98.38579090197884,91.40754010755658,-0.04627625824287884,2.91772600290906,1573.3949584960938,1567.3150024414062,1538.3500061035156,1512.9650268554688,25.646551724137932,False,False,4.458823529411765,False,False
2013-05-03,1618.4599609375,1597.5999755859375,1597.5999755859375,1614.4200439453125,3603910000,1614.4200439453125,SPX,1577.5394897460938,1557.9559887695314,1515.7686950683594,64.15704207470552,2.8391796838863055,1542.6475426866552,1576.223496500651,1609.7994503146467,95.09896840652425,89.77386290973133,0.07037823549503264,3.971192692427128,1590.47998046875,1577.2449951171875,1538.3500061035156,1514.3350219726562,17.278617710583152,False,True,5.256756756756757,False,False
2013-05-06,1619.77001953125,1614.2099609375,1614.4000244140625,1617.5,3062240000,1617.5,SPX,1580.2609924316407,1559.9939892578125,1517.7581945800782,64.91819329431316,3.5160004318646116,1542.2464986907812,1579.1686645507812,1616.090830410781,97.2892049247957,96.92465474443293,-0.15030064568760038,4.161970555117723,1597.7850341796875,1577.9000244140625,1541.0350036621094,1517.02001953125,19.43844492440605,False,True,1.530054644808743,False,False
2013-05-07,1626.030029296875,1616.6400146484375,1617.550048828125,1625.9599609375,3309580000,1625.9599609375,SPX,1583.1284912109375,1562.7561889648437,1519.73939453125,66.99167008149959,4.204933834462313,1540.8225497558929,1581.9221638997396,1623.0217780435864,99.92214626736111,97.43677319956036,0.08077093892052867,4.684997506431488,1601.7950439453125,1581.030029296875,1541.1799621582031,1517.1649780273438,14.224137931034484,False,True,3.0,False,False
